iter	Logloss
367	0.3275405831
368	0.3274690269
369	0.3274667161
370	0.327433687
371	0.3273799535
372	0.3272881146
373	0.3272552509
374	0.327222892
375	0.3271574283
376	0.3271098055
377	0.3271094367
378	0.3270821288
379	0.3270749559
380	0.3270574105
381	0.3270552031
382	0.3269861189
383	0.3269131552
384	0.3268345652
385	0.3268030514
386	0.3267539837
387	0.326713219
388	0.3267050414
389	0.3267038059
390	0.3266716064
391	0.3265889578
392	0.3265474899
393	0.3265218845
394	0.3264727347
395	0.3263986428
396	0.3263436632
397	0.3262695628
398	0.3262087785
399	0.3261727989
400	0.326140779
401	0.3261093321
402	0.326088285
403	0.3260879415
404	0.3260753354
405	0.3260738034
406	0.3260661013
407	0.326061081
408	0.3260260996
409	0.3260007693
410	0.3259711912
411	0.3259221706
412	0.3259053017
413	0.3258124634
414	0.3257805014
415	0.3257619724
416	0.3257207437
417	0.3256568871
418	0.3256151415
419	0.3255948071
420	0.3255850719
421	0.3255383993
422	0.3254981722
423	0.325469784
424	0.3254649041
425	0.3254503109
426	0.325405468
427	0.3253297577
428	0.3252872572
429	0.3252860386
430	0.3252163102
431	0.3251221773
432	0.3251100594
433	0.3251093146
434	0.3250900484
435	0.3250348747
436	0.3250250938
437	0.3250214767
438	0.3250190191
439	0.3249925455
440	0.3249768146
441	0.3249497074
442	0.3249334664
443	0.3249067133
444	0.3248831164
445	0.3248729385
446	0.3248516498
447	0.3248258513
448	0.3247836984
449	0.3247831067
450	0.3247754707
451	0.3247228344
452	0.3246823097
453	0.3246651883
454	0.3246134174
455	0.3245888953
456	0.3245414494
457	0.3245139198
458	0.3244406889
459	0.3243946897
460	0.3243920608
461	0.3243372188
462	0.3243095069
463	0.3242765929
464	0.3242764975
465	0.3242670816
466	0.3242648595
467	0.3242422251
468	0.3241893022
469	0.3241151942
470	0.3241073519
471	0.3240789205
472	0.3240680627
473	0.3240112086
474	0.3240028567
475	0.3239867321
476	0.3239655199
477	0.3239467737
478	0.3239377912
479	0.3238931774
480	0.3238923729
481	0.323885782
482	0.3238660184
483	0.323825641
484	0.3237994797
485	0.3237782253
486	0.3237650695
487	0.323740114
488	0.3237166176
489	0.3236923418
490	0.3236825055
491	0.3236467991
492	0.3236299783
493	0.3235856877
494	0.3235792477
495	0.3235365328
496	0.3235277221
497	0.323525964
498	0.3235149903
499	0.3235063887
500	0.3234983
501	0.3234301298
502	0.323424014
503	0.3233877792
504	0.3233828594
505	0.3233672923
506	0.3233480173
507	0.3233456499
508	0.323343893
509	0.3233101989
510	0.323300478
511	0.3232781923
512	0.323270335
513	0.3232590488
514	0.3232584015
515	0.3232394958
516	0.3232314714
517	0.3232308365
518	0.3231995699
519	0.3231755228
520	0.3231101832
521	0.3230755999
522	0.3230705291
523	0.3230547585
524	0.3230381733
525	0.3230306971
526	0.322998002
527	0.3229814382
528	0.3229808407
529	0.3229638402
530	0.3229121235
531	0.3229010272
532	0.3228866403
533	0.322868874
534	0.3228450621
535	0.3228436878
536	0.3228356825
537	0.3228208506
538	0.3228171833
539	0.3228163177
540	0.3227903719
541	0.3227810244
542	0.3227675386
543	0.3227323803
544	0.3227160382
545	0.3226535128
546	0.3226005849
547	0.3225837473
548	0.3225812779
549	0.3225804298
550	0.3225669154
551	0.3225580123
552	0.322509611
553	0.3225030163
554	0.3224595331
555	0.3224178021
556	0.3224166407
557	0.3224072374
558	0.3224041215
559	0.3223731017
560	0.3223724333
561	0.3223681627
562	0.3223387167
563	0.3222990863
564	0.3222845389
565	0.3222389724
566	0.3222263759
567	0.3222010673
568	0.3222007243
569	0.3221994848
570	0.3221908433
571	0.3221881628
572	0.3221484876
573	0.3221400015
574	0.3221218104
575	0.3221042092
576	0.3220928569
577	0.3220918813
578	0.3220477597
579	0.3220247262
580	0.3220245743
581	0.3220134726
582	0.3220093542
583	0.3220088824
584	0.3219800157
585	0.3219671313
586	0.3219514347
587	0.3219168923
588	0.3219168918
589	0.3218770276
590	0.3218622658
591	0.3218185665
592	0.3218124372
593	0.3218040449
594	0.3217469265
595	0.3217400199
596	0.3217223548
597	0.3217154094
598	0.3216929515
599	0.3216918166
600	0.3216654713
601	0.3216293444
602	0.3215959884
603	0.3215508486
604	0.3215404041
605	0.3215351149
606	0.3214910631
607	0.3214642901
608	0.3214454233
609	0.3214387852
610	0.3214354613
611	0.3214113867
612	0.3213842089
613	0.3213820361
614	0.3213393852
615	0.3213351421
616	0.3213073185
617	0.3212765906
618	0.3212689867
619	0.3212689837
620	0.3212579188
621	0.3212566592
622	0.3212511491
623	0.3212506482
624	0.3212374976
625	0.321231304
626	0.3212262267
627	0.3212096704
628	0.3212039025
629	0.3211915154
630	0.3211442917
631	0.3211203576
632	0.3211202389
633	0.3211064084
634	0.3210801543
635	0.3210792059
636	0.3210379038
637	0.3209991339
638	0.3209774342
639	0.3209629045
640	0.320927889
641	0.3208990614
642	0.3208984318
643	0.3208693792
644	0.3208349905
645	0.3208192083
646	0.3208189412
647	0.3207925657
648	0.3207872067
649	0.3207576206
650	0.3207463502
651	0.3207278025
652	0.3206790394
653	0.3206684144
654	0.3206550819
655	0.320639737
656	0.3206172643
657	0.3205889973
658	0.3205877965
659	0.3205630076
660	0.3205314635
661	0.3205057745
662	0.320497753
663	0.3204644074
664	0.3204412123
665	0.3204399639
666	0.3204363354
667	0.3204324465
668	0.3203928297
669	0.3203914187
670	0.3203746125
671	0.3203698086
672	0.3203563674
673	0.3203328137
674	0.3203319015
675	0.3203317674
676	0.3203257859
677	0.3203144748
678	0.3202888301
679	0.3202796946
680	0.3202459497
681	0.3202418279
682	0.3202227809
683	0.3201967961
684	0.3201844701
685	0.3201769322
686	0.320162119
687	0.3201571781
688	0.3201522147
689	0.3201165331
690	0.3201109688
691	0.3201099955
692	0.3201071958
693	0.3201042971
694	0.3200987175
695	0.3200955651
696	0.3200921533
697	0.3200691335
698	0.3200287566
699	0.3200232152
700	0.3200186635
701	0.3200181648
702	0.3200108065
703	0.3199854083
704	0.3199813487
705	0.319947159
706	0.3199443829
707	0.3199168095
708	0.3198831353
709	0.3198771903
710	0.3198601083
711	0.3198425841
712	0.3198173801
713	0.3197975635
714	0.3197843042
715	0.3197828627
716	0.3197413339
717	0.3197013467
718	0.3196986551
719	0.3196712714
720	0.3196546579
721	0.3196520191
722	0.3196435581
723	0.3196399346
724	0.319615207
725	0.3195823163
726	0.3195787847
727	0.3195524217
728	0.3195332518
729	0.3195007684
730	0.3194928617
731	0.3194766041
732	0.3194758777
733	0.3194406602
734	0.3194104424
735	0.3193921325
736	0.3193609128
737	0.3193582119
738	0.3193574977
739	0.3193337588
740	0.3193337436
741	0.3193334727
742	0.3193286726
743	0.3193286083
744	0.3192904203
745	0.3192897346
746	0.3192652577
747	0.3192651909
748	0.3192625471
749	0.3192533817
750	0.3192259456
751	0.319204254
752	0.319194313
753	0.3191822288
754	0.3191816918
755	0.3191706007
756	0.3191460971
757	0.3191210056
758	0.3190907228
759	0.3190866446
760	0.3190645713
761	0.3190595093
762	0.3190534745
763	0.3190462127
764	0.3190279946
765	0.3190048855
766	0.3189934631
767	0.318973564
768	0.3189492105
769	0.3189295619
770	0.3189056767
771	0.3189053408
772	0.3188936859
773	0.3188803577
774	0.3188662232
775	0.3188436848
776	0.3188210849
777	0.3188191136
778	0.3188188854
779	0.3188164321
780	0.318804236
781	0.3187734446
782	0.3187734355
783	0.3187727922
784	0.3187379408
785	0.3187340217
786	0.3187190963
787	0.318709385
788	0.3186949015
789	0.318684408
790	0.3186799939
791	0.3186726606
792	0.3186537623
793	0.3186254871
794	0.3185919377
795	0.3185881057
796	0.3185660241
797	0.3185462151
798	0.3185252752
799	0.3184984992
800	0.3184702645
801	0.3184465748
802	0.3184088882
803	0.3183885335
804	0.3183847485
805	0.3183581019
806	0.318340514
807	0.3183297873
808	0.3183038118
809	0.3182814695
810	0.3182586556
811	0.3182457866
812	0.3182391475
813	0.3182237415
814	0.318203253
815	0.3181963692
816	0.3181609103
817	0.3181485968
818	0.3181429911
819	0.3181345795
820	0.3181180655
821	0.3181145036
822	0.3181116743
823	0.3180928267
824	0.3180599593
825	0.3180444845
826	0.3180299198
827	0.3180012878
828	0.3179854493
829	0.3179518082
830	0.3179364434
831	0.31793639
832	0.3179337957
833	0.3179162221
834	0.3178961047
835	0.3178760962
836	0.3178610577
837	0.3178555398
838	0.3178250086
839	0.3178196906
840	0.3177982146
841	0.3177887525
842	0.317788279
843	0.317765638
844	0.3177472111
845	0.3177334138
846	0.3177149541
847	0.3177134371
848	0.3177131946
849	0.3177101824
850	0.3177100413
851	0.3176903846
852	0.3176760631
853	0.3176640779
854	0.3176550321
855	0.3176535549
856	0.3176382526
857	0.3176143572
858	0.317588159
859	0.3175846589
860	0.3175832177
861	0.3175798055
862	0.3175553067
863	0.3175367726
864	0.3175263498
865	0.3175254306
866	0.3175109872
867	0.3175089548
868	0.3174913171
869	0.3174801206
870	0.3174673411
871	0.3174486212
872	0.3174322198
873	0.3174322188
874	0.3174174
875	0.3173880909
876	0.3173611183
877	0.3173482429
878	0.3173405542
879	0.3173131588
880	0.3172916981
881	0.3172891837
882	0.3172707253
883	0.3172543538
884	0.3172543344
885	0.317246616
886	0.3172429793
887	0.3172427444
888	0.3172427444
889	0.3172320985
890	0.3172260361
891	0.3172129511
892	0.3172016454
893	0.3171881494
894	0.3171733021
895	0.3171491096
896	0.3171344839
897	0.3171342527
898	0.3171155529
899	0.3170971276
900	0.3170959126
901	0.317075132
902	0.3170557197
903	0.3170412952
904	0.3170206598
905	0.3169952908
906	0.3169920852
907	0.3169913054
908	0.3169801185
909	0.3169705739
910	0.3169485287
911	0.3169300548
912	0.3169192274
913	0.3169080848
914	0.3168917947
915	0.3168758778
916	0.316860776
917	0.3168501611
918	0.3168333152
919	0.3168239164
920	0.3168024118
921	0.3168010165
922	0.3167833793
923	0.3167744266
924	0.3167531868
925	0.316734669
926	0.3167182602
927	0.3167019832
928	0.3166884202
929	0.3166859209
930	0.3166676141
931	0.316654214
932	0.3166418304
933	0.3166182642
934	0.3166011947
935	0.3165873004
936	0.3165639979
937	0.3165531167
938	0.3165402563
939	0.3165330818
940	0.3165300564
941	0.3165140226
942	0.3164999101
943	0.3164831669
944	0.3164671898
945	0.3164664474
946	0.3164501033
947	0.3164340277
948	0.3164214648
949	0.3164185559
950	0.3164105648
951	0.3163953773
952	0.3163731963
953	0.3163554291
954	0.3163453508
955	0.3163342322
956	0.3163221897
957	0.3163092128
958	0.3162946532
959	0.3162918279
960	0.3162706968
961	0.3162591822
962	0.316256388
963	0.3162458152
964	0.3162288079
965	0.3162181982
966	0.3162100398
967	0.3162034741
968	0.3161879456
969	0.3161808508
970	0.3161682167
971	0.3161531403
972	0.3161383282
973	0.316124914
974	0.3161075363
975	0.3160965695
976	0.316087244
977	0.3160782753
978	0.3160651332
979	0.3160541268
980	0.3160500427
981	0.3160416259
982	0.3160247809
983	0.3160247803
984	0.3160138981
985	0.3160024981
986	0.3159823408
987	0.3159673392
988	0.3159536527
989	0.3159383615
990	0.3159208875
991	0.3159193006
992	0.3159055713
993	0.3159027507
994	0.3158903646
995	0.3158808651
996	0.3158715529
997	0.3158532221
998	0.315838605
999	0.3158270855
